,sentence,class
704,"de hagedis passen ook bij de grond waar hij op leeft, hetgeen een kenmerk is",nl
705,van de hele plaatselijke populatie. Als een padhagedis echter uit zijn eigen omgeving zou worden,nl
706, De hagedis kent een trucje om zijn vijanden af te schrikken: het dier kan,nl
707,"bloed uit zijn ooghoeken spuiten als hij ernstig bedreigd wordt, hoewel dit zelden is waargenomen.",nl
708,Hierbij wordt een straaltje bloed dertig centimeter of meer wegspuiten wat afschrikwekkend werkt op roofdieren,nl
709, Padhagedissen paren in het voorjaar. Er wordt weinig meer aan de hofmakerij gedaan dan,nl
710,het gebruikelijke kopschudden als ze een potentiële partner tegenkomen. Het mannetje klimt op de rug,nl
711,"van het wijfje, klemt de stekels op haar kop tussen zijn kaken en draait zijn",nl
712,lichaam tot zijn cloaca met de hare in contact komt. De eieren worden in een,nl
713," Vijf tot negen weken later, afhankelijk van de temperatuur van de grond, komen de",nl
714,Bij enkele soorten (o.a. de korthoornpadhagedis) houdt het wijfje de eieren in haar lichaam en,nl
715,deze komen direct uit als ze afgezet worden wat ovovivipaar genoemd. Tussen de 5 en,nl
716, (海女) is de naam van de beroemde vrouwelijke duikers uit de regio Shirahama in,nl
717," Zij duiken zonder gebruik van (perslucht)apparatuur naar grote diepten, op zoek naar pareloesters, eetbare",nl
718," Het is een eeuwenoud beroep, slechts gekenmerkt door twee belangrijke innovaties: het gebruik van",nl
719,duikmaskers (ongeveer een eeuw geleden) en van duikvinnen (ongeveer 50 jaar geleden). Tegenwoordig zijn er,nl
720, Henri Tournier werd geboren in Zwitserland in 1834 en was werkzaam als handelaar in,nl
721,Peney-le-Jorat bij Genève. Als entomoloog was hij voornamelijk werkzaam op het gebied van de vliesvleugeligen,nl
722,   Materiaux pour servir a la monographie de la tribu des Erirhinides de,nl
723,"   Hymenoptéres, famille des Scolides: Monographie des espéces europeennes et des contres limitrophes",nl
724, is een keversoort uit de familie van de loopkevers (Carabidae). De wetenschappelijke naam van,nl
725, ) in de Canadese provincie Nova Scotia en telt 1401 inwoners (2006). De oppervlakte,nl
726, ) is een småort in de gemeente Gagnef in het landschap Dalarna en de,nl
727,provincie Dalarnas län in Zweden. Het småort heeft 111 inwoners (2005) en een oppervlakte van,nl
728, is de verzamelnaam voor alle infecties die betrekking hebben op het maag-darmkanaal. Het kan,nl
729,"veroorzaakt worden door bacteriën, parasieten of virussen, maar ook door voedselbestanddelen zonder dat sprake is",nl
730,"van besmetting. Vaak is sprake van maagpijn, diarree en braken. Gewoonlijk begint het acuut en",nl
731,duurt meestal niet langer dan 10 dagen. Diverse namen passen bij de verschillende vormen van,nl
732, (20 mei 1836 – 7 januari 1904) was een in België geboren veteraan van,nl
733,de Amerikaanse Burgeroorlog en de Spaans-Amerikaanse Oorlog. Hij werd onderscheiden met de Medal of Honor,nl
734,voor het veroveren van een vlag van de Geconfedereerde Staten van Amerika tijdens de Slag,nl
735,om Fort Blakely. Na de burgeroorlog werd Vifquain aangewezen als consul van de Verenigde Staten,nl
736,voor Colombia en werd hij opgenomen in de Orde van de Dubbele Draak voor het,nl
737," in Sint-Joost-ten-Node, België op 20 mei 1836. Zijn ouders waren niet getrouwd op het",nl
738,"Vifquain ontving zijn militaire training op de Koninklijke Militaire School in Brussel, en diende een",nl
739,In 1857 emigreerde hij naar de Verenigde Staten van Amerika en ging in Saline County,nl
740, Tijdens de uitbraak van de burgeroorlog in 1861 voegde Vifquain zich bij de Drie-en-vijftigste,nl
741,"Infanterie van New York, zodat hij niet hoefde te wachten tot er een eenheid in",nl
742,Nebraska werd opgericht. De infanterie-eenheid werd ontmanteld voor het mee kon doen met de gevechtshandelingen.,nl
743,"Na de ontmanteling sloop Vifquain met drie collega's Richmond binnen, in een mislukte poging om",nl
744,president van de Confederatie Jefferson Davis te kidnappen. In 1862 stelde de gouverneur van Illinois,nl
745, regiment van Illinois tijdens de Slag om Fort Blakely. Op 9 april 1865 leidde,nl
746,hij een aanval en sprong op de borstwering van het geconfedereerde fort. Hij lag onder,nl
747,"zwaar vuur vanuit de confederatie-troepen zonder ernstige verwondingen op te lopen, en beval vervolgens een",nl
748,charge door zijn eenheid. Tijdens het opvolgende gevecht gebruikte Vifquain zijn zwaard om de val,nl
749, er de unievlag voor in de plaats hing. De vlaggendrager werd onmiddellijk daarna gedood,nl
750,"door vuur vanuit de confederatietroepen. Vifquain werd verborgen door de vallende confederatievlag, waardoor hij geen",nl
751, Tegen het einde van de burgeroorlog probeerde Vifquain nogmaals Davis te vangen. Hij ving,nl
752,nabij Selma (Alabama) een trein op waarvan hij dacht dat Davis hier in zat. Dat,nl
753,"was niet het geval, maar Vifquain wist drieduizend stuks vee en tweeduizend paarden uit de",nl
754,"trein te veroveren. Vifquain bereikte uiteindelijk de rang van brevet-brigadegeneraal, voor hij in oktober 1865",nl
755," Na de burgeroorlog probeerde Vifquain een zetel in het Congres te veroveren, maar hij",nl
756," op in 1879, en werd in 1886 aangewezen als consul van de Verenigde Staten",nl
757,Later zou hij verschillende diplomatieke posten in Panama leiden. Gedurende zijn verblijf in Panama hielp,nl
758,hij meerdere Chinese burgers bij het consulaat van de Verenigde staten. Als gevolg hiervan nam,nl
759,de Keizer van China hem op in de Orde van de Dubbele Draak.. In 1891,nl
760, Vifquain keerde terug in actieve dienst tijdens de Spaans-Amerikaanse Oorlog. Hij diende als commandant,nl
761,"van het 3e infanterieregiment van Nebraska, nadat kolonel William Jennings Bryan zijn ontslag had ingediend.",nl
762,Zijn regiment verbleef na de oorlog in Cuba om te helpen met de bezetting van,nl
763, Vifquain stierf in 1904 in zijn huis in Lincoln. Tegen het eind van zijn,nl
764, is een gemeente in het Franse departement Pas-de-Calais (regio Hauts-de-France) en telt 6992 inwoners,nl
765, exploiteerde kolenmijnen in de plaats tussen 1855 en 1946 waarna het genationaliseerde mijnbouwbedrijf nog,nl
766,tot 1966 actief bleef. De samenstelling van de bevolking veranderde omdat veel mijnwerkers van buiten,nl
767,"werden aangetrokken, met name uit Polen. Een kolenmijn is nu bewaard gebleven (Écopole) en doet",nl
768, De onderstaande kaart toont de ligging van Loos-en-Gohelle met de belangrijkste infrastructuur en aangrenzende,nl
769," (Gent, 1970), ook gekend als Mo Glimmer, is een Belgische diskjockey en beeldend kunstenaar",nl
770,die de helft vormt van Mo &amp; Benoeli. Hij werd dj na het bekijken van,nl
771,een VPRO-reportage over hiphop. Als muzikant werkte hij onder meer samen met Balo en Magnus.,nl
772, Het werkt als geluids- en beeldend kunstenaar vaak samen met David Neirings en maakte,nl
773,met hem een kunstwerk dat viel te bezichtigen in Mezz. In 2001 won Mo Becha,nl
774," ) is de laatste/bovenste era van het eon Archeïcum, dat duurde van 2,8 Ga",nl
775,"tot 2,5 Ga. Het werd voorafgegaan door het Mesoarcheïcum en na/op het Neoarcheïcum komt het",nl
776, Tijdens dit tijdperk ontwikkelden zich de eerste organismen die zuurstof fotosynthetiseerden. Dit zorgde ervoor,nl
777, Het vrijgekomen zuurstof reageerde met mineralen in gesteenten en met de broeikasgassen in de,nl
778," , voluit Trijntje Hermina Wolterdina van Brussel-Bakker (Meppel, 3 november 1920 - aldaar, 25",nl
779, Van Brussel begon met schrijven toen ze achttien jaar oud was en schreef kinderverhalen,nl
780,en gedichten voor kinderen die in diverse landelijke dagbladen werden gepubliceerd. Haar eerste gedicht werd,nl
781,in 1938 gepubliceerd in het Algemeen Dagblad. Na de oorlog ging ze werken voor de,nl
782,radio-omroepen en schreef veel liedteksten voor radiokoren en kinderprogramma's op de radio. Liedteksten werden gezongen,nl
783,door het koor De Leidse Sleuteltjes en De Damrakkertjes op de radio. Ook schreef ze,nl
784, In 1964 verscheen haar eerste jeugdboek bij uitgeverij Kluitman. In later jaren werden haar,nl
785,"boeken ook uitgegeven door De Eekhoorn, Van Goor en Uitgeverij Westfriesland. In haar werk staan",nl
786,de dagelijkse belevenissen van kinderen centraal. Van Brussel was een zeer productief schrijver en haar,nl
787, Van Brussel was weduwe van Jogchem Hendrik van Brussel. Het echtpaar kreeg drie dochters.,nl
788,"  , Nummer 1000 van Kluitman jeugdserie 1974, ISBN 9020602802, 160 pagina's, illustraties Willy",nl
789,"  , Kluitman kinderpockets 1979, ISBN 9020615378, 153 pagina's, illustraties Charlotte Leene, Rudy van",nl
790," . In 1879, tijdens de Salpeteroorlog, nam hij deel aan de zeeslag bij Angamos",nl
791,en de inname van Pisagua. Voorts nam hij deel aan de zeeslag bij Iquique en,nl
792, Na de oorlog was hij o.a. luitenant-ter-zee en marine-instructeur. Aan het begin van de,nl
793, aan de zijde van de rebellen en landde op 17 februari 1891 in de,nl
794,haven van Iquique. Twee dagen later wist hij met een beperkt aantal mannen Iquique te,nl
795,behouden tijdens een aanval van het regeringsleger. Aan het einde van de burgeroorlog voerde hij,nl
796, . In 1900 werd hij aangesteld als marine attaché bij de Chileense ambassade in,nl
797, - waar hij het bevel over voerde - werd hij plots ernstig ziek en,nl
798," Zijn zoon Vicente Merino Bielich (1889-1977) was commandant en bevelhebber van de Chileense marine,",nl
799," is een gemeente in de Oostenrijkse deelstaat Opper-Oostenrijk, gelegen in het district Ried im",nl
800, Eberschwang heeft een oppervlakte van 40 km². De gemeente ligt in het noorden van,nl
801,"Oostenrijk, in het westen van de deelstaat Opper-Oostenrijk. De gemeente ligt ten zuiden van de",nl
802," Albertsham, Am Sportplatz, Anetsham, Anhang, Antiesen, Aspach, Eberschwang, Eichetsham, Feichtet, Fleischhacken, Greifenedt, Hausruck, Hof,",nl
803,"Hötzing, Illing, Königsberg, Königsberger Straße, Leopoldshofstatt, Maierhof, Mitterbreitsach, Moos, Mühring, Oberbreitsach, Ötzling, Prinsach, Pumberg, Putting,",nl
804, is een beervlinder uit de familie van de spinneruilen (Erebidae). De wetenschappelijke naam van,nl
805, Cockburn won met zijn ploeg de Winnipeg Hockey Club in 1931 het amateurkampioenschap van,nl
806,Canada de Allan Cup. Vanwege deze overwinning mocht de Winnipeg Hockey Club Canada vertegenwoordigen op,nl
807,Cockburn was aanvoerder van de Canadese ijshockeyploeg tijdens de Olympische Winterspelen 1932 die olympisch goud,nl
808," De partij verving de Raad van Koerdische Wederopstanding (Komalay Ziyanaway Kurd), die drie jaar",nl
809,"eerder was opgericht. Slechts 159 dagen na haar oprichting, op 22 januari 1946, richtte de",nl
810,"partij de Republiek Koerdistan op, door historici meestal Republiek Mahabad genoemd, met Mahabad als hoofdstad.",nl
811,"Deze republiek hield niet meer dan elf maanden stand, nadat het Iraanse leger een tegenoffensief",nl
812, ['ku:sta] is een plaats in de gemeente Lessebo in het landschap Småland en de,nl
813,provincie Kronobergs län in Zweden. De plaats heeft 941 inwoners (2005) en een oppervlakte van,nl
814," is een bestuurslaag in het regentschap  Nganjuk van de provincie Oost-Java, Indonesië. Begendeng",nl
815, is een springstaartensoort uit de familie van de Hypogastruridae. De wetenschappelijke naam van de,nl
816, is een insect dat behoort tot de orde vliesvleugeligen (Hymenoptera) en de familie van,nl
817,de schildwespen (Braconidae). De wetenschappelijke naam van de soort werd voor het eerst geldig gepubliceerd,nl
818, is een aasgarnalensoort uit de familie van de Mysidae. De wetenschappelijke naam van de,nl
819," van Aat gaat jaarlijks uit in de Ducasse van Aat, een omvattende folklorestoet, die",nl
820,"niet louter rond het ros is opgebouwd, in tegenstelling tot de 10-jaarlijkse ommegang van het",nl
821,Ros Beiaard van Dendermonde. Het Ros Beiaard van Ath weegt zeshonderd kilo en wordt gedragen,nl
822,door ploegen van 16 dragers. Het verblijft in de gemeentelijke loods. Voor elke ommegang wordt,nl
823," is een langeafstandswandelpad van Wenen (Oostenrijk), via Slowakije, Hongarije, Kroatië, Servië, Roemenië, Bulgarije en",nl
824,Griekenland naar Istanboel in Turkije. Het volgt in grote lijnen de tocht die sultan Süleyman,nl
825,"de Grote, machthebber van het Ottomaanse Rijk, in de 16e eeuw maakte. De totale lengte",nl
826,is ca. 2400 kilometer. Het pad wordt ontwikkeld en gepromoot door vrijwilligers van de Nederlandse,nl
827, Sultan Süleyman de Grote bezette in 1521 Belgrado en versloeg in 1526 het leger,nl
828,"van Lodewijk II, koning van Hongarije en Bohemen tijdens een twee uur durende Slag bij",nl
829,"Mohács. Op 10 mei 1529 vertrok hij opnieuw naar het westen, en na een zware",nl
830,tocht (regen en overstromingen) van vier maanden bereikte zijn leger de stad Boedapest. Eind september,nl
831,trok hij van daar met zijn leger naar Wenen. Ondanks de matige kwaliteit van de,nl
832,Weense stadsmuren bleken deze bestand tegen de verzwakte aanvallers. Na drie weken trok Süleyman zich,nl
833,terug naar Boedapest. In 1532 waagde hij opnieuw een poging. In dat jaar kwam hij,nl
834,"tot de stad Kőszeg in Hongarije (80 km van Wenen), die zich na drie weken",nl
835,belegering overgaf. Na een 11-jarige onderbreking besloot de sultan op 60-jarige leeftijd nog eenmaal zijn,nl
836,leger persoonlijk aan te voeren richting het westen. Op 7 september 1566 stierf hij in,nl
837, In tegenstelling tot het gewelddadige verleden is de Sultans Trail nu een pad van,nl
838,vrede en ontmoeting. De route begint bij de Stephansdom in het centrum van Wenen. Sommige,nl
839,klokken van deze kerk zijn gemaakt van omgesmolten metaal van buitgemaakte Ottomaanse kanonnen. Het pad,nl
840," De Sultans Trail maakt waar mogelijk gebruik van bestaande Europese langeafstandspaden, waaronder delen van",nl
841,"de Blauwe Route in Hongarije, de Wandelroute E8 en de Donauweg. Op andere delen is",nl
842,"de Sultans Trail nog in ontwikkeling. De Oostenrijkse, Slowaakse, Hongaarse, Kroatische, Servische en de Turkse",nl
843,gedeelten worden gemarkeerd met stickers en turquoise pijlen; van de gemarkeerde gedeeltes zijn GPS-gegevens beschikbaar.,nl
844," Wenen, Simmering, Schwechat, Rauchenwarth, Trautmannsdorf an der Leitha, Bruck an der Leitha Sommerein, Breitenbrunn,",nl
845,"Purbach am Neusiedler See, Donnerskirchen, Hornstein, Eisenstadt, Oggau am Neusiedler See, Rust, Mörbisch am See,",nl
846," Halászi, Győr, Tata, Tatabánya, Annavölgy, Esztergom, Szentendre, Budakalász, Boedapest, Százhalombatta, Székesfehérvár, Dunaföldvár, Szekszárd, Bátaszék,",nl
847," : Sopron, Markt Sankt Martin, Kőszeg, Sárvár, Sümeg, Keszthely, Szulimán, Csertő, Szigetvár, Pécs, Mohács,",nl
848," Topolje, Draž, Podolje, Popovac, Beli Manastir, Karanac, Kozarac, Darda, Osijek, Erdut, Dalj, Vukovar, Šarengrad,",nl
849," Bački Breg, Sombor, Apatin, Bač, Bačka Palanka, Novi Sad, Petrovaradin, Sremski Karlovci, Zemun, Belgrado,",nl
850,"Avala, Grocka, Smederevo, Smederevska Palanka, Svilajnac, Despotovac, Ćuprija, Paraćin, Kruševac, Niš, Niška Banja, Bela Palanka,",nl
851," Kalotina, Dragoman, Sofia, Novi Chan, Ichtiman, Pazardzjik, [[Stamboliïski]], Plovdiv, Koeklen, Sadovo, Parvomaï, Mineralni Bani,",nl
852," Kapıkule, Kemalköy, Karabulut, Sarayakpınar, (Sırpsındığı), Avarız, Edirne, Kösençiftliği, Söğütlüdere, Hasköy, Hamzabey, Uluçınar, Ahmetbey, Karlı,",nl
853," : Hıdırağa, Karayusuf, Ortakça, Kavaklı, Yağcılı, Süloğlu, Büyük Gerdelli, Dolhan, Paşayeri, Koyunbaba, Kırklareli, Kızılcıkdere,",nl
854,"Üsküpdere, Karıncak, Kaynarca, Pınarhisar, Erenler, Poyralı, Doğanca, Develi, Vize, Okçular, Evrenli, Çakıllı, Kavacık, Saray, Küçük",nl
855,"Yoncalı, Safaalan, Binkılıç, Aydınlar, Yaylacık, Gümüşpınar, İhsaniye, Akalan, Dağyenice, Boyalık, Dursunköy (Na Dursunköy zelfde route",nl
856,  Dagboek van Süleyman Kanuni tijdens de eerste belegering van Wenen. Duitstalig met Ottomaans-Turks,nl
857, . De wetenschappelijke naam van de soort werd voor het eerst geldig gepubliceerd in,nl
858, is een keversoort uit de familie van de kortschildkevers (Staphylinidae). De wetenschappelijke naam van,nl
859," De Revolutionair-Socialistische Arbeiderspartij (RSAP) werd op 14 mei 1940 opgeheven, een dag voor de",nl
860,"Nederlandse capitulatie. Zoals al in 1938 in het geheim was besloten, reorganiseerden RSAP-leden zich enkele",nl
861," Het front steunde de Februaristaking, werkte samen met verzetsorganisatie De Vonk en gaf de",nl
862,"'Spartacus' uit, de eerste illegale krant in Nederland tijdens de bezetting. De oplage liep op",nl
863, Opmerkelijk aan het Front was dat het ook in contact probeerde te komen met,nl
864,Duitse soldaten die tegen de oorlog waren; voor andere verzetsbewegingen was dergelijk contact uit den,nl
865,"boze. Binnen het front was politieke onenigheid, vooral over het al dan niet steunen van",nl
866,"de Sovjet-Unie, waartoe Trotski had opgeroepen. Dolleman was hier voor, Sneevliet was hier tegen en",nl
867," Dolleman, Sneevliet, Menist en drie anderen werden in maart 1942 op verschillende adressen gearresteerd.",nl
868,Ze werden naar Kamp Amersfoort overgebracht en tegelijk in de ochtend van 13 april 1942,nl
869,"door de Waffen-SS geëxecuteerd op de Leusderheide, niet ver van de huidige ingang van nationaal",nl
870,De rest van de groep splitste zich op in het Comité van Revolutionaire Marxisten en,nl
871, was een spoorwegstation langs spoorlijn 50A (Brussel - Oostende) in de gemeente Jabbeke. De,nl
872,stoptreinbediening verdween grotendeels in 1984 in het kader van het IC/IR-plan dat een algehele sluiting,nl
873,van minder rendabele stations vooropstelde. Tot 1993 stopten op de halte op weekdagen nog twee,nl
874,P-treinen 's morgens in de richting van Brussel en twee 's avonds in de richting,nl
875, Voor de sluiting van alle stopplaatsen en de afschaffing van alle stoptreinen tussen Oostende,nl
876,"  de wens van de NMBS om de capaciteit van het spoor te verhogen,",nl
877," De grafiek geeft het gemiddeld aantal instappende reizigers weer op een week-, zater- en",nl
878," is een sekspositie van twee partners tijdens het geslachtsverkeer, waarbij de ontvangende partner op",nl
879,"de rug ligt en de penetrerende partner bovenop, met de hoofden aan dezelfde kant. De",nl
880,missionarishouding is in elk geval in de westerse wereld met afstand de meest gebruikelijke seksuele,nl
881,positie: bij een onderzoek van Alfred Kinsey gaf 91% van de vrouwen aan dat ze,nl
882,"de meest voorkomende positie was, en de overgebleven 9% van de vrouwen dat het zelfs",nl
883,de enige positie was waarin zij geslachtsverkeer hadden. Saillant detail is dat deze positie niet,nl
884, Over de herkomst van het woord missionarispositie doen twee verhalen de ronde. Volgens het,nl
885,wijdst verbreide verhaal propageerden missionarissen deze positie onder de volkeren waar zij missie bedreven. Dit,nl
886,"omdat bij deze volkeren het gebruikelijk was om op zijn hondjes te vrijen, wat door",nl
887,"de missionarissen als iets dierlijks werd gezien. Minder wijdverbreid, maar toch nog op veel plaatsen",nl
888,"te vinden, is het verhaal dat dit standje z'n naam dankt aan de seksuele prestaties",nl
889,"van missionarissen. De christelijke variant van de bijslaap, zo wil dit verhaal, wekte bij de",nl
890," In feite dankt de missionarispositie haar naam, zo heeft Robert J. Priest in 2001",nl
891, . In dat boek vat hij het een en ander samen uit een seksuologische,nl
892," ""Men zal zich herinneren"", zo vat Kinsey samen, ""dat Malinowski beschrijft dat een volslagen",nl
893,andere [seksuele] houding zeer algemeen in zwang was bij de Trobrianders in het zuidwesten van,nl
894,de Grote Oceaan; en dat hij vermeldt dat rond de gezamenlijke kampvuren karikaturen van de,nl
895,"Engels-Amerikaanse houding worden opgevoerd, tot groot vermaak van de inheemsen, die deze positie de 'missionarispositie'",nl
896, Dit is echter niet wat Malinowski schrijft. Verspreid in het boek noemt Malinowski wel,nl
897,dingen die hierop lijken. Zo schrijft hij dat de Trobrianders bij volle maan – niet,nl
898,bij kampvuren – bijeenkomen om spotliederen te zingen. Ook drijven zij de spot met seks,nl
899,"waarbij de man boven en de vrouw onder ligt, een standje dat zij associeerden met",nl
900,"'blanke handelaren, planters of ambtenaren'. Missionarissen noemt Malinowski hier niet. Die komen pas later in",nl
901,"het boek aan bod, als er sprake is van twee Trobrianders die hand in hand",nl
902,"lopen, tegen elkaar aan leunend. ""Ik kreeg meteen te horen"", schrijft Malinowski, ""dat dit een",nl
903," 'zoals de missionarissen doen' was, een van de nieuwe, onzedelijke gedragingen die de missionarissen",nl
904, Was 'zoals de missionarissen doen' in 1929 bij Malinowski dus nog hand in hand,nl
905,"lopen (protestantse zendelingen waren doorgaans getrouwd), in 1948 maakte Kinsey er een seksstandje van –",nl
906," vervolgens opgang, eerst in het Engels, later in andere talen. Het woord had z'n",nl
907,"tijd mee, want tijdens de seksuele revolutie dreef men graag de spot met de beperkingen",nl
908,"Bedenica telt 1522 inwoners. De oppervlakte bedraagt 21,72 km², de bevolkingsdichtheid is 70,1 inwoners per",nl
909, Er zijn meerdere manieren om deze functie te benaderen. Gauss stelde in 1792 als,nl
910," De riemann-zèta-functie is nauw verbonden met deze priemgetallentelfunctie, en staat centraal in de riemann-hypothese,",nl
911,"een belangrijke, en tot nog toe onbewezen, stelling die een verband legt tussen functietheorie an",nl
912, is een gemeente in de Italiaanse provincie Fermo (regio Marche) en telt 525 inwoners,nl
913, Montefalcone Appennino telt ongeveer 234 huishoudens. Het aantal inwoners daalde in de periode 1991-2001,nl
914," Montefalcone Appennino grenst aan de volgende gemeenten: Amandola, Comunanza, Force, Monte San Martino (MC),",nl
